,episodes,baseline,ddqn,ppo
2921,2921,-0.39999999999999997,2.3789462936029193,1.9154017958389875
2922,2922,-0.39999999999999997,2.4153660949817395,1.8707118336791158
2923,2923,-0.39999999999999997,2.4553338771028286,1.8728794321999205
2924,2924,-0.39999999999999997,2.4881051586592666,1.9239629617634557
2925,2925,-0.39999999999999997,2.5083602992442273,1.9566320353815811
2926,2926,-0.39999999999999997,2.542150414157933,1.950606711822062
2927,2927,-0.39999999999999997,2.538737861534949,1.950391577619664
2928,2928,-0.39999999999999997,2.5656567277158775,1.9646971872358001
2929,2929,-0.39999999999999997,2.551560386439979,2.0090486912026817
2930,2930,-0.39999999999999997,2.539852934848207,2.026994330130162
2931,2931,-0.39999999999999997,2.5582798220189513,2.042972955319874
2932,2932,-0.39999999999999997,2.5850711169169927,2.0163955576823636
2933,2933,-0.39999999999999997,2.5672247700773543,2.057312206266868
2934,2934,-0.39999999999999997,2.5405326974135676,2.0954894521819147
2935,2935,-0.39999999999999997,2.551221947795683,2.114232515925823
2936,2936,-0.39999999999999997,2.5127850572347636,2.084357508717116
2937,2937,-0.39999999999999997,2.512879944890436,2.0820124844400714
2938,2938,-0.39999999999999997,2.527217693943524,2.0657766952134913
2939,2939,-0.39999999999999997,2.5515475144711344,2.0226254388593135
2940,2940,-0.39999999999999997,2.5434511639909916,2.0662903912566204
2941,2941,-0.39999999999999997,2.576325101264152,2.029443971715599
2942,2942,-0.39999999999999997,2.5268911921606105,2.053639476108061
2943,2943,-0.39999999999999997,2.5326542488574857,2.039515555427613
2944,2944,-0.39999999999999997,2.5127563786382727,2.0212739659841947
2945,2945,-0.39999999999999997,2.4761068559372914,2.037628355907643
2946,2946,-0.39999999999999997,2.4722224611469015,2.0599341542212866
2947,2947,-0.39999999999999997,2.4454691377383684,2.0983014687620414
2948,2948,-0.39999999999999997,2.412248832517613,2.1228170244694256
2949,2949,-0.39999999999999997,2.449511746590059,2.1468478065900443
2950,2950,-0.39999999999999997,2.4738544139360785,2.13332183808534
2951,2951,-0.39999999999999997,2.51270007821249,2.1640981950810563
2952,2952,-0.39999999999999997,2.494545878564594,2.1818841042544803
2953,2953,-0.39999999999999997,2.4545058060880875,2.224719355816759
2954,2954,-0.39999999999999997,2.484554768257902,2.201310217286835
2955,2955,-0.39999999999999997,2.4886011204109644,2.2422908960812826
2956,2956,-0.39999999999999997,2.466339492618524,2.213886322085452
2957,2957,-0.39999999999999997,2.44368523979161,2.201867615900078
2958,2958,-0.39999999999999997,2.470022962742724,2.2199639696667846
2959,2959,-0.39999999999999997,2.4982574908861936,2.1975257031081865
2960,2960,-0.39999999999999997,2.5076562135728415,2.2110566629021973
2961,2961,-0.39999999999999997,2.5197413851131896,2.223040400265528
2962,2962,-0.39999999999999997,2.4955446114785778,2.2456958718599567
2963,2963,-0.39999999999999997,2.43689838381148,2.2782732632953286
2964,2964,-0.39999999999999997,2.439402117730958,2.242008248116851
2965,2965,-0.39999999999999997,2.3865872089586153,2.3036188223830134
2966,2966,-0.39999999999999997,2.390945234322867,2.332045503019087
2967,2967,-0.39999999999999997,2.3681383497607693,2.3184124205805845
2968,2968,-0.39999999999999997,2.3684339928686593,2.356749411039534
2969,2969,-0.39999999999999997,2.3804291341931356,2.339939913627846
2970,2970,-0.39999999999999997,2.4029170723540996,2.2768673175781204
2971,2971,-0.39999999999999997,2.4357425953456193,2.319617919811255
2972,2972,-0.39999999999999997,2.4313552650612142,2.378137200673423
2973,2973,-0.39999999999999997,2.3879906992331756,2.3988276393890366
2974,2974,-0.39999999999999997,2.379894347865779,2.3802617699395494
2975,2975,-0.39999999999999997,2.40219945142099,2.4004356161821234
2976,2976,-0.39999999999999997,2.3775413625130355,2.4050094825219155
2977,2977,-0.39999999999999997,2.4010086016192527,2.374861237878009
2978,2978,-0.39999999999999997,2.4225736655350802,2.358677733583651
2979,2979,-0.39999999999999997,2.424201989071088,2.4234401893882005
2980,2980,-0.39999999999999997,2.477156435027313,2.4665705771940574
2981,2981,-0.39999999999999997,2.43435158922263,2.4522544651277167
2982,2982,-0.39999999999999997,2.4347118173484272,2.470954800365301
2983,2983,-0.39999999999999997,2.3932766802881926,2.4375492768467226
2984,2984,-0.39999999999999997,2.393276680288192,2.4292049791470873
2985,2985,-0.39999999999999997,2.3446373884540477,2.435042176471954
2986,2986,-0.39999999999999997,2.2896893181615625,2.449293409770649
2987,2987,-0.39999999999999997,2.2346366082731137,2.4403877200330224
2988,2988,-0.39999999999999997,2.215713003069706,2.412124114494409
2989,2989,-0.39999999999999997,2.2304464706935376,2.3679393539771265
2990,2990,-0.39999999999999997,2.179601049738097,2.320873212402113
2991,2991,-0.39999999999999997,2.18742784212478,2.3537321318856463
2992,2992,-0.39999999999999997,2.2546820150773805,2.3165407900352415
2993,2993,-0.39999999999999997,2.277976150779434,2.334906315929819
2994,2994,-0.39999999999999997,2.283385264223517,2.330578882507024
2995,2995,-0.39999999999999997,2.3095129568017474,2.357235218514729
2996,2996,-0.39999999999999997,2.2694742866067235,2.371524307883004
2997,2997,-0.39999999999999997,2.273883942492763,2.3331184624755594
2998,2998,-0.39999999999999997,2.241001330370914,2.3797468144820644
2999,2999,-0.39999999999999997,2.232749714476793,2.379746804223668
3000,3000,-0.39999999999999997,2.2513910712942033,2.377401750680631
3001,3001,-0.39999999999999997,2.263930681463312,2.342713021570691
3002,3002,-0.39999999999999997,2.273927507037689,2.3669366725395884
3003,3003,-0.39999999999999997,2.289955227552144,2.3711097875421765
3004,3004,-0.39999999999999997,2.2671319359097954,2.3955081413878805
3005,3005,-0.39999999999999997,2.258817229657465,2.3744249934130783
3006,3006,-0.39999999999999997,2.2483368845885865,2.3745898832026615
3007,3007,-0.39999999999999997,2.2608514029666424,2.402876803040388
3008,3008,-0.39999999999999997,2.2463703560965094,2.383619681671231
3009,3009,-0.39999999999999997,2.2481456560348385,2.3858419132055535
3010,3010,-0.39999999999999997,2.2634558464415084,2.43692543761031
3011,3011,-0.39999999999999997,2.2063770651364596,2.390358104212614
3012,3012,-0.39999999999999997,2.1962869500236537,2.431456655727833
3013,3013,-0.39999999999999997,2.2329384723516967,2.4170007876887416
3014,3014,-0.39999999999999997,2.219168991886526,2.388191135232449
3015,3015,-0.39999999999999997,2.237874985722116,2.4216029970256714
3016,3016,-0.39999999999999997,2.249299269451767,2.4118997928116936
3017,3017,-0.39999999999999997,2.225142962379574,2.3792967591003933
3018,3018,-0.39999999999999997,2.1763281842369175,2.3302914133235024
3019,3019,-0.39999999999999997,2.1799428271727974,2.287633391554004
3020,3020,-0.39999999999999997,2.135555784423849,2.3017297375903465
3021,3021,-0.39999999999999997,2.1195545808599183,2.2647107409024794
3022,3022,-0.39999999999999997,2.10170788647046,2.2465671839442933
3023,3023,-0.39999999999999997,2.122334012728307,2.2567547490938917
3024,3024,-0.39999999999999997,2.102186454229165,2.229302830413034
3025,3025,-0.39999999999999997,2.138590626640892,2.1968862436538283
3026,3026,-0.39999999999999997,2.1272050792257673,2.2165873489391275
3027,3027,-0.39999999999999997,2.190038598343825,2.2738860052271153
3028,3028,-0.39999999999999997,2.1809520953640966,2.282196667851072
3029,3029,-0.39999999999999997,2.23803301038755,2.2644225510509672
3030,3030,-0.39999999999999997,2.2297248111766246,2.2588771894967454
3031,3031,-0.39999999999999997,2.213621620779084,2.234547140772748
3032,3032,-0.39999999999999997,2.2297044956127037,2.2444138846442523
3033,3033,-0.39999999999999997,2.2297044954619056,2.244424190838076
3034,3034,-0.39999999999999997,2.2500601353726366,2.2275332648876813
3035,3035,-0.39999999999999997,2.1929766199294036,2.1658385686952317
3036,3036,-0.39999999999999997,2.2276730840781753,2.195705977896826
3037,3037,-0.39999999999999997,2.2357694354455715,2.2403869020097193
3038,3038,-0.39999999999999997,2.26811210243725,2.259914039992413
3039,3039,-0.39999999999999997,2.223750735891376,2.264487906332206
3040,3040,-0.39999999999999997,2.2806595572603077,2.2492275358137914
3041,3041,-0.39999999999999997,2.266259143880094,2.3204655858115832
3042,3042,-0.39999999999999997,2.3170633704667596,2.328655563760662
3043,3043,-0.39999999999999997,2.296262699909967,2.3583347686534384
3044,3044,-0.39999999999999997,2.321021855673327,2.3500564943270503
3045,3045,-0.39999999999999997,2.3151391121580596,2.3013123727833014
3046,3046,-0.39999999999999997,2.2682190611491295,2.3076905836773034
3047,3047,-0.39999999999999997,2.2623949996221766,2.311641636729578
3048,3048,-0.39999999999999997,2.2528647013821876,2.3012134765269034
3049,3049,-0.39999999999999997,2.266701549085356,2.287326011979684
3050,3050,-0.39999999999999997,2.25052844885344,2.3013511476516126
3051,3051,-0.39999999999999997,2.1933506890670578,2.252397292871701
3052,3052,-0.39999999999999997,2.2357809238472313,2.2776084401211576
3053,3053,-0.39999999999999997,2.278531531045724,2.2674352417286934
3054,3054,-0.39999999999999997,2.2484426243676565,2.2868037465918705
3055,3055,-0.39999999999999997,2.262552843332653,2.2811356274468175
3056,3056,-0.39999999999999997,2.25264483652196,2.281135627446817
3057,3057,-0.39999999999999997,2.244548499450463,2.2443850289764846
3058,3058,-0.39999999999999997,2.2318855837898504,2.2605289073582444
3059,3059,-0.39999999999999997,2.2667345672096055,2.2873574635416687
3060,3060,-0.39999999999999997,2.2473660623464284,2.259716284782661
3061,3061,-0.39999999999999997,2.2417496913255555,2.2395850689277244
3062,3062,-0.39999999999999997,2.243648167562645,2.2498190679692938
3063,3063,-0.39999999999999997,2.2634549002400406,2.2680871847464807
3064,3064,-0.39999999999999997,2.2488846564188028,2.2823954011443477
3065,3065,-0.39999999999999997,2.277345538686981,2.253702972866942
3066,3066,-0.39999999999999997,2.2953387609921676,2.23751594811756
3067,3067,-0.39999999999999997,2.3341070893093723,2.292328959911782
3068,3068,-0.39999999999999997,2.297140744656162,2.253991969452832
3069,3069,-0.39999999999999997,2.2440706622356084,2.2768014800053846
3070,3070,-0.39999999999999997,2.221526248282337,2.3278693609878847
3071,3071,-0.39999999999999997,2.1727569436266303,2.297523325432328
3072,3072,-0.39999999999999997,2.230062133688748,2.2491842799859363
3073,3073,-0.39999999999999997,2.2447724240834983,2.223115408932511
3074,3074,-0.39999999999999997,2.303541872635388,2.2129727818647438
3075,3075,-0.39999999999999997,2.25272993790829,2.1801178666127425
3076,3076,-0.39999999999999997,2.267440062637164,2.198339531614371
3077,3077,-0.39999999999999997,2.2745024645717136,2.2123959398430246
3078,3078,-0.39999999999999997,2.2524155069824863,2.200352801980012
3079,3079,-0.39999999999999997,2.248956618367753,2.1923593474864673
3080,3080,-0.39999999999999997,2.2202975140540495,2.157705097633692
3081,3081,-0.39999999999999997,2.253048112355842,2.1436228986225627
3082,3082,-0.39999999999999997,2.3138269291906877,2.1153489548910223
3083,3083,-0.39999999999999997,2.327909838882698,2.1666007721455958
3084,3084,-0.39999999999999997,2.3868298871857734,2.1802119384981045
3085,3085,-0.39999999999999997,2.36855489499571,2.1376919738873585
3086,3086,-0.39999999999999997,2.3825800306676386,2.156168499184217
3087,3087,-0.39999999999999997,2.4006625060384277,2.161364595401246
3088,3088,-0.39999999999999997,2.439967002029291,2.204115203115065
3089,3089,-0.39999999999999997,2.468660075030189,2.17680399610079
3090,3090,-0.39999999999999997,2.4986008962151702,2.1947663097730947
3091,3091,-0.39999999999999997,2.51720088165566,2.203253761130546
3092,3092,-0.39999999999999997,2.4830040414941608,2.223828665035403
3093,3093,-0.39999999999999997,2.474591184728014,2.1994968507238988
3094,3094,-0.39999999999999997,2.4743602779200655,2.2037050793598114
3095,3095,-0.39999999999999997,2.4864138853018685,2.153053529635085
3096,3096,-0.39999999999999997,2.4798337535915134,2.1616734400857944
3097,3097,-0.39999999999999997,2.447013489694011,2.2083017920922994
3098,3098,-0.39999999999999997,2.4567827757168854,2.1901007567696134
3099,3099,-0.39999999999999997,2.44483688634547,2.1898708354504945
3100,3100,-0.39999999999999997,2.4490063302758847,2.171365910933416
3101,3101,-0.39999999999999997,2.4486530931345074,2.2198340691676814
3102,3102,-0.39999999999999997,2.4833002821209296,2.2421092942977903
3103,3103,-0.39999999999999997,2.467807849773946,2.2804882315873845
3104,3104,-0.39999999999999997,2.4744723640656727,2.2844893038767164
3105,3105,-0.39999999999999997,2.474482306699025,2.2869627949965934
3106,3106,-0.39999999999999997,2.5093365554361786,2.299308833087606
3107,3107,-0.39999999999999997,2.5021958035788385,2.285118264012123
3108,3108,-0.39999999999999997,2.4880994519491257,2.303925127254032
3109,3109,-0.39999999999999997,2.4821142486867207,2.253120681454713
3110,3110,-0.39999999999999997,2.4525052394900073,2.236124231726972
3111,3111,-0.39999999999999997,2.4684490211541945,2.2279332288930513
3112,3112,-0.39999999999999997,2.49273325860843,2.17823852404914
3113,3113,-0.39999999999999997,2.4784863033715805,2.2104258787260402
3114,3114,-0.39999999999999997,2.511261356439737,2.230906906249281
3115,3115,-0.39999999999999997,2.507186043307856,2.2267281055929096
3116,3116,-0.39999999999999997,2.514327663306724,2.2183820748151826
3117,3117,-0.39999999999999997,2.5427259743841937,2.2340894473998847
3118,3118,-0.39999999999999997,2.552961905863114,2.22001128161355
3119,3119,-0.39999999999999997,2.56531518758256,2.2154367122058884
3120,3120,-0.39999999999999997,2.602027806094955,2.244090956599304
3121,3121,-0.39999999999999997,2.595817144637374,2.2436192657980354
3122,3122,-0.39999999999999997,2.610150027380308,2.296528414849895
3123,3123,-0.39999999999999997,2.5495561190013727,2.2557085332427844
3124,3124,-0.39999999999999997,2.5858599916277507,2.2745756809508855
3125,3125,-0.39999999999999997,2.5475035964473087,2.2925394381318993
3126,3126,-0.39999999999999997,2.5761825378999923,2.2545986667020994
3127,3127,-0.39999999999999997,2.5374865806689426,2.2056601514223333
3128,3128,-0.39999999999999997,2.5562531377303146,2.2025427250636214
3129,3129,-0.39999999999999997,2.5317496213043746,2.2187113304724457
3130,3130,-0.39999999999999997,2.541577922788579,2.247429118216779
3131,3131,-0.39999999999999997,2.559260424021922,2.25761564006411
3132,3132,-0.39999999999999997,2.528439905535637,2.247748896192607
3133,3133,-0.39999999999999997,2.5323176553090065,2.257920642706042
3134,3134,-0.39999999999999997,2.5059899642203396,2.2808491468181757
3135,3135,-0.39999999999999997,2.526049786051623,2.32403772281661
3136,3136,-0.39999999999999997,2.5075320436169353,2.249005171483831
3137,3137,-0.39999999999999997,2.4994356922495395,2.2084528621925363
3138,3138,-0.39999999999999997,2.452920221916529,2.211453872027938
3139,3139,-0.39999999999999997,2.4953496856525197,2.2296935381724388
3140,3140,-0.39999999999999997,2.4710182483513488,2.2348841484472293
3141,3141,-0.39999999999999997,2.4668527433432397,2.224732245549292
3142,3142,-0.39999999999999997,2.424042343465432,2.216446880851683
3143,3143,-0.39999999999999997,2.4346982502444527,2.237883031199369
3144,3144,-0.39999999999999997,2.40606800952574,2.266344657482729
3145,3145,-0.39999999999999997,2.4344705975339194,2.288749218011594
3146,3146,-0.39999999999999997,2.4730479963782,2.2604625799618137
3147,3147,-0.39999999999999997,2.5059680413707146,2.2322603400372643
3148,3148,-0.39999999999999997,2.544287324107902,2.2369855218191432
3149,3149,-0.39999999999999997,2.4937378578923393,2.2596791303296966
3150,3150,-0.39999999999999997,2.5175877988777904,2.2777811272585287
3151,3151,-0.39999999999999997,2.513163788285421,2.338381245422279
3152,3152,-0.39999999999999997,2.5353755398146256,2.2812878427270964
3153,3153,-0.39999999999999997,2.526894368062562,2.2623470464569
3154,3154,-0.39999999999999997,2.5223264008824797,2.289432350581258
3155,3155,-0.39999999999999997,2.5364628755387364,2.2442549615137524
3156,3156,-0.39999999999999997,2.5583622243798856,2.2766646630250262
3157,3157,-0.39999999999999997,2.564090095686902,2.3372470607835956
3158,3158,-0.39999999999999997,2.580921605078836,2.3030068286351284
3159,3159,-0.39999999999999997,2.5462426640000246,2.326863548695024
3160,3160,-0.39999999999999997,2.570398971072217,2.326863548695024
3161,3161,-0.39999999999999997,2.600670888320539,2.3163758866614828
3162,3162,-0.39999999999999997,2.6418904128323106,2.300156207403034
3163,3163,-0.39999999999999997,2.6459217161774147,2.3099076484140455
3164,3164,-0.39999999999999997,2.5990211128600462,2.311220966494949
3165,3165,-0.39999999999999997,2.582486020067559,2.321236368049089
3166,3166,-0.39999999999999997,2.5564934224093245,2.323093045053265
3167,3167,-0.39999999999999997,2.555047515279675,2.285975581640661
3168,3168,-0.39999999999999997,2.5958376154682865,2.2996928195827997
3169,3169,-0.39999999999999997,2.6183970685429734,2.3280695628626877
3170,3170,-0.39999999999999997,2.636798154460753,2.2910980340789004
3171,3171,-0.39999999999999997,2.6550198194623804,2.2968251184135706
3172,3172,-0.39999999999999997,2.626330570520108,2.315340603357381
3173,3173,-0.39999999999999997,2.6221870706378394,2.348189086395165
3174,3174,-0.39999999999999997,2.5633549085541087,2.3851762068082363
3175,3175,-0.39999999999999997,2.575974464711412,2.3851872728657564
3176,3176,-0.39999999999999997,2.571900883844682,2.381013265259106
3177,3177,-0.39999999999999997,2.5599975611271275,2.380490544285653
3178,3178,-0.39999999999999997,2.568209599614134,2.376322544788477
3179,3179,-0.39999999999999997,2.5596669236375345,2.3335707103044765
3180,3180,-0.39999999999999997,2.583878872515499,2.363830105511531
3181,3181,-0.39999999999999997,2.5795328554108945,2.373214710548618
3182,3182,-0.39999999999999997,2.5370666094752794,2.3729777716062865
3183,3183,-0.39999999999999997,2.5293228319694383,2.3123808808776793
3184,3184,-0.39999999999999997,2.508175239550495,2.3232805603860243
3185,3185,-0.39999999999999997,2.5204502344691937,2.3880416039040826
3186,3186,-0.39999999999999997,2.549508616047191,2.3834009408364363
3187,3187,-0.39999999999999997,2.5695472536954416,2.3354299687408657
3188,3188,-0.39999999999999997,2.570919378073248,2.2882331186728355
3189,3189,-0.39999999999999997,2.5649054615653943,2.335886945375914
3190,3190,-0.39999999999999997,2.577715243841157,2.370751921698772
3191,3191,-0.39999999999999997,2.5387595411172033,2.3581126244141397
3192,3192,-0.39999999999999997,2.506182024634553,2.3379339027000556
3193,3193,-0.39999999999999997,2.477844267647114,2.313420188505889
3194,3194,-0.39999999999999997,2.4384229431286126,2.307372581405045
3195,3195,-0.39999999999999997,2.408013336527792,2.325699011280509
3196,3196,-0.39999999999999997,2.4308072197994695,2.32156011168732
3197,3197,-0.39999999999999997,2.44928479591764,2.313128218600646
3198,3198,-0.39999999999999997,2.4254780632402433,2.284700901916828
3199,3199,-0.39999999999999997,2.4719700221770267,2.313331335672072
3200,3200,-0.39999999999999997,2.4636273446102424,2.317392922057442
3201,3201,-0.39999999999999997,2.418592831655699,2.250685093489523
3202,3202,-0.39999999999999997,2.402603084195544,2.232840483828437
3203,3203,-0.39999999999999997,2.3935734770680632,2.1944615465388426
3204,3204,-0.39999999999999997,2.3526534731136364,2.1756075240652195
3205,3205,-0.39999999999999997,2.372148863225433,2.185877857933578
3206,3206,-0.39999999999999997,2.3519412539645774,2.1998903620446075
3207,3207,-0.39999999999999997,2.379255858730381,2.2223282631851666
3208,3208,-0.39999999999999997,2.40699594024721,2.20429747701498
3209,3209,-0.39999999999999997,2.415379047147495,2.2572372216530234
3210,3210,-0.39999999999999997,2.401282704470728,2.231246498229032
3211,3211,-0.39999999999999997,2.4364224423154233,2.2436621000146655
3212,3212,-0.39999999999999997,2.426371643654205,2.3088733953325686
3213,3213,-0.39999999999999997,2.448920931342924,2.2542991919914077
3214,3214,-0.39999999999999997,2.4625944300838767,2.262382366254086
3215,3215,-0.39999999999999997,2.429667090914664,2.2341714352901567
3216,3216,-0.39999999999999997,2.4069892212212363,2.2482656198851045
3217,3217,-0.39999999999999997,2.3785909101437666,2.303357345952061
3218,3218,-0.39999999999999997,2.374317598191287,2.303357345952061
3219,3219,-0.39999999999999997,2.3603496790392766,2.3449227626429447
3220,3220,-0.39999999999999997,2.36625439693781,2.3204118425468394
3221,3221,-0.39999999999999997,2.3741936230519616,2.3209499562139944
3222,3222,-0.39999999999999997,2.341343543395321,2.2964453874992405
3223,3223,-0.39999999999999997,2.33708399108376,2.339013784177365
3224,3224,-0.39999999999999997,2.3370949128937615,2.3350924156009722
3225,3225,-0.39999999999999997,2.361576707142726,2.3507238505736403
3226,3226,-0.39999999999999997,2.3548545647373356,2.3872403891658314
3227,3227,-0.39999999999999997,2.3307170028503275,2.407353906051931
3228,3228,-0.39999999999999997,2.3126942841615143,2.412096379964683
3229,3229,-0.39999999999999997,2.306694272730778,2.36928767385724
3230,3230,-0.39999999999999997,2.2884753221777667,2.3507604169135257
3231,3231,-0.39999999999999997,2.2827607457940955,2.383632670366157
3232,3232,-0.39999999999999997,2.2648306612532103,2.4263768717843464
3233,3233,-0.39999999999999997,2.265122364845789,2.410207425029026
3234,3234,-0.39999999999999997,2.2796328905307983,2.3779926032258007
3235,3235,-0.39999999999999997,2.2914553241452413,2.3759428288976885
3236,3236,-0.39999999999999997,2.2612289450361787,2.3801879046278542
3237,3237,-0.39999999999999997,2.299504611445627,2.3559997377009103
3238,3238,-0.39999999999999997,2.344183552513858,2.3418836045114704
3239,3239,-0.39999999999999997,2.3254643701527877,2.360376725538231
3240,3240,-0.39999999999999997,2.3128177389988553,2.350969700311493
3241,3241,-0.39999999999999997,2.3313334117301814,2.321872582146231
3242,3242,-0.39999999999999997,2.341743155468558,2.283521237916976
3243,3243,-0.39999999999999997,2.329182874364208,2.2506913056241693
3244,3244,-0.39999999999999997,2.325043030283734,2.2531268908588062
3245,3245,-0.39999999999999997,2.335217841119836,2.2489620006635946
3246,3246,-0.39999999999999997,2.3451486650656563,2.295842933874318
3247,3247,-0.39999999999999997,2.368810451941456,2.2858677416375306
3248,3248,-0.39999999999999997,2.3692328497840096,2.2488201178251903
3249,3249,-0.39999999999999997,2.417754692372216,2.2078868412610952
3250,3250,-0.39999999999999997,2.365397469806045,2.2041642800089267
3251,3251,-0.39999999999999997,2.4225347368767634,2.170141558475614
3252,3252,-0.39999999999999997,2.3741951199859197,2.1883812220905545
3253,3253,-0.39999999999999997,2.386423397713719,2.2212367845269423
3254,3254,-0.39999999999999997,2.4277963170271564,2.174782975539407
3255,3255,-0.39999999999999997,2.4076938829033883,2.206652411750468
3256,3256,-0.39999999999999997,2.381629638782969,2.23483661861813
3257,3257,-0.39999999999999997,2.3759017674759515,2.1984938955549964
3258,3258,-0.39999999999999997,2.371506059079093,2.2555774181041057
3259,3259,-0.39999999999999997,2.3389295466762583,2.223184450231445
3260,3260,-0.39999999999999997,2.3247516762101306,2.247413061066885
3261,3261,-0.39999999999999997,2.28997533190232,2.272273205409839
3262,3262,-0.39999999999999997,2.2597359046940015,2.2680999837996607
3263,3263,-0.39999999999999997,2.2643024490086057,2.2582865307492725
3264,3264,-0.39999999999999997,2.317294907659795,2.234554194307074
3265,3265,-0.39999999999999997,2.342181085610068,2.196148348899629
3266,3266,-0.39999999999999997,2.344143103380409,2.21462488929489
3267,3267,-0.39999999999999997,2.3153064282659215,2.2153277913952234
3268,3268,-0.39999999999999997,2.2829673617319473,2.215703123945731
3269,3269,-0.39999999999999997,2.2882752780154467,2.173018151532354
3270,3270,-0.39999999999999997,2.288407714731265,2.186329339561082
3271,3271,-0.39999999999999997,2.3052695621309063,2.1639494244597035
3272,3272,-0.39999999999999997,2.3130052332538686,2.1494776780234313
3273,3273,-0.39999999999999997,2.329646171217509,2.0940978332515865
3274,3274,-0.39999999999999997,2.333469114286724,2.0857649539808443
3275,3275,-0.39999999999999997,2.3716415289646466,2.122099418709139
3276,3276,-0.39999999999999997,2.3999602663210537,2.103921430336573
3277,3277,-0.39999999999999997,2.3771900506520582,2.1370287634956147
3278,3278,-0.39999999999999997,2.3835962518747937,2.0986612422472826
3279,3279,-0.39999999999999997,2.3753152329432394,2.1070486518026685
3280,3280,-0.39999999999999997,2.3653147506682792,2.0970974793384203
3281,3281,-0.39999999999999997,2.3625958444637005,2.095809211372829
3282,3282,-0.39999999999999997,2.38723104978402,2.1203441891134234
3283,3283,-0.39999999999999997,2.409984374442636,2.1445831654686187
3284,3284,-0.39999999999999997,2.404962510439364,2.162781038143879
3285,3285,-0.39999999999999997,2.429266621021892,2.0980266984668896
3286,3286,-0.39999999999999997,2.4328508320912094,2.10755417239011
3287,3287,-0.39999999999999997,2.431555362416114,2.1309435863868407
3288,3288,-0.39999999999999997,2.3830672626777987,2.196317558121389
3289,3289,-0.39999999999999997,2.3629177126372327,2.169211612403144
3290,3290,-0.39999999999999997,2.380744094508186,2.148840329102076
3291,3291,-0.39999999999999997,2.3909071348343827,2.1387925500583704
3292,3292,-0.39999999999999997,2.3949072620681586,2.1631238299529865
3293,3293,-0.39999999999999997,2.3909072620681586,2.171603271502379
3294,3294,-0.39999999999999997,2.4443901289682497,2.1448350508538936
3295,3295,-0.39999999999999997,2.4577663835412547,2.1440771544264106
3296,3296,-0.39999999999999997,2.448932926677293,2.1905543377162235
3297,3297,-0.39999999999999997,2.4749411386275124,2.184654323846795
3298,3298,-0.39999999999999997,2.4749411386275124,2.2452367216053646
3299,3299,-0.39999999999999997,2.428449179690729,2.2311350281717606
3300,3300,-0.39999999999999997,2.4386411030564887,2.2453871716462253
3301,3301,-0.39999999999999997,2.4329125071264444,2.2779902329099677
3302,3302,-0.39999999999999997,2.428465328700671,2.2803768005727183
3303,3303,-0.39999999999999997,2.4550577533049576,2.2798549068993186
3304,3304,-0.39999999999999997,2.4989985756267994,2.2843996296531284
3305,3305,-0.39999999999999997,2.4961096978511823,2.269885383225963
3306,3306,-0.39999999999999997,2.4961096819623925,2.25149477263472
3307,3307,-0.39999999999999997,2.4531225008387745,2.2758622369229258
3308,3308,-0.39999999999999997,2.462966164040391,2.3003432717822987
3309,3309,-0.39999999999999997,2.4661833579576213,2.2716354474396807
3310,3310,-0.39999999999999997,2.469645256715158,2.290116493824167
3311,3311,-0.39999999999999997,2.461312350626068,2.2859468636605236
3312,3312,-0.39999999999999997,2.442550790808168,2.2352767950056016
3313,3313,-0.39999999999999997,2.4361743173182036,2.263077917939554
3314,3314,-0.39999999999999997,2.4058182865636004,2.263336839716677
3315,3315,-0.39999999999999997,2.387591760965427,2.3060259913302463
3316,3316,-0.39999999999999997,2.373257221487089,2.2775875155143597
3317,3317,-0.39999999999999997,2.4058346129224613,2.2250310759542
3318,3318,-0.39999999999999997,2.448952147090338,2.2618099781113674
3319,3319,-0.39999999999999997,2.4604351937591185,2.2065252511512385
3320,3320,-0.39999999999999997,2.4378600958788166,2.1963819178890818
3321,3321,-0.39999999999999997,2.4139582842587224,2.2291675974200027
3322,3322,-0.39999999999999997,2.4181117250631328,2.2578465431703387
3323,3323,-0.39999999999999997,2.4463543477970062,2.215189710205513
3324,3324,-0.39999999999999997,2.4200224295078154,2.1759983578238336
3325,3325,-0.39999999999999997,2.3855614114259134,2.142403165670152
3326,3326,-0.39999999999999997,2.3839430807686743,2.132464014244738
3327,3327,-0.39999999999999997,2.4486956137847637,2.16312553885589
3328,3328,-0.39999999999999997,2.4139458319394795,2.165692615651354
3329,3329,-0.39999999999999997,2.4139458260841,2.183995000616892
3330,3330,-0.39999999999999997,2.4039060602659332,2.169195717330202
3331,3331,-0.39999999999999997,2.430113048694902,2.163166231502844
3332,3332,-0.39999999999999997,2.4805884435110888,2.138661693699595
3333,3333,-0.39999999999999997,2.4336683879120056,2.130315650583502
3334,3334,-0.39999999999999997,2.3908942566883824,2.12015073848121
3335,3335,-0.39999999999999997,2.3590120012426565,2.1347066435285766
3336,3336,-0.39999999999999997,2.367013277618035,2.1346219810344547
3337,3337,-0.39999999999999997,2.3813721397669685,2.1404460425614076
3338,3338,-0.39999999999999997,2.32420395823455,2.16640286922293
3339,3339,-0.39999999999999997,2.3270710792452256,2.147909745364255
3340,3340,-0.39999999999999997,2.3071403263313974,2.1419610981100523
3341,3341,-0.39999999999999997,2.294585128798752,2.174842522440226
